Text	Pronoun	Pronoun-offset	A	A-offset
Mr. Montgoris said the firm has a `` straight mathematical formula '' for determining compensation , based on the firm 's earnings . `` Just because a particular element of the firm is down , '' such as stockbrokerage , `` does n't mean the executive committee should be paid less , '' he said .	he	31	Montgoris	2
Mr. Craven said his move to the chairmanship means he will take a less active role in the day-to-day management of the group , but he added that the merchant bank 's strategic focus remains unchanged .	he	26	Craven	2
Mr. Craven said his move to the chairmanship means he will take a less active role in the day-to-day management of the group , but he added that the merchant bank 's strategic focus remains unchanged .	he	10	Craven	2
Mr. Craven said his move to the chairmanship means he will take a less active role in the day-to-day management of the group , but he added that the merchant bank 's strategic focus remains unchanged .	his	4	Craven	2
The merchant bank also announced that finance director David Eward is taking early retirement for personal reasons . His duties will be taken over by Anthony Richmond-Watson , who has been elected deputy chairman .	His	1	David Eward	9
Par Pharmaceutical Inc. said it named its interim president and chief executive officer , Kenneth I. Sawyer , to those posts permanently , and elected him to the board .	him	26	Kenneth I. Sawyer	15
A Par spokesman said he understood the criminal investigation in Maryland relates to matters Par disclosed in July , when Par said it filed false drug information with the FDA .	he	5	A Par spokesman	1
The spokesman said he also understood that the inquiry related to the existence of an `` off-the-record '' production book .	he	4	The spokesman	1
Mr. Sawyer began running the company on an interim basis in late September . Par said it selected him for the posts of president and chief executive on a permanent basis because of his experience in the industry and his performance at Par .	his	26	Sawyer	2
Mr. Sawyer began running the company on an interim basis in late September . Par said it selected him for the posts of president and chief executive on a permanent basis because of his experience in the industry and his performance at Par .	his	20	Sawyer	2
Mr. Sawyer began running the company on an interim basis in late September . Par said it selected him for the posts of president and chief executive on a permanent basis because of his experience in the industry and his performance at Par .	him	5	Sawyer	2
That 's essentially what budget director Richard Darman is suggesting , and we think he deserves as much support as he can get .	he	21	Richard Darman	7
That 's essentially what budget director Richard Darman is suggesting , and we think he deserves as much support as he can get .	he	15	Richard Darman	7
Mr. Bush would be acting in the public interest if he let the Washington elites who manipulate these budgets -- the bureaucrats , the lobbyists , the congressional staffers -- live for just one year on a restricted diet .	he	11	Bush	2
Another major factor in this positive trend was Ronald Reagan 's decision early in his presidency to fight the budget war on the expenditure side rather than raising taxes .	his	15	Ronald Reagan	9
Michael Hicks , who manages sales and trading for brokerage concern Societe Generale Strauss Turnbull , said : `` It 's a nervous market . Britain 's economic fundamentals , he said , `` do n't look very bright . ''	he	6	Michael Hicks	1
Michael Hicks , who manages sales and trading for brokerage concern Societe Generale Strauss Turnbull , said : `` It 's a nervous market . He said the current market `` is all about sentiment , and the sentiment in London is 90 % anxiety and worry . ''	He	1	Michael Hicks	1
Or , the investor can exercise the put , by tendering the stock to his or her broker in return for payment from another investor who has sold a put on the same stock .	her	17	the investor	3
Or , the investor can exercise the put , by tendering the stock to his or her broker in return for payment from another investor who has sold a put on the same stock .	his	15	the investor	3
White House Budget Director Richard Darman has said he would continue to press to keep the capital-gains provision in the final version of the bill unless the House drops many of its costly provisions .	he	9	Richard Darman	5
Steven C. Walker , senior vice president of this bank holding company , was named president , chief executive officer and a director of both Commercial National and Commercial National Bank . He succeeds James E. Burt III , who resigned from all three posts to pursue other interests .	He	1	Steven C. Walker	1
Like most analysts , Mr. Dennis was hesitant to read too much into one month 's numbers ; but he said , `` It indicates perhaps that the balance in the U.S. economy is not as good as we 've been led to believe . ''	he	20	Dennis	6
Mr. Jobs moved to remedy a couple of his computer 's drawbacks yesterday by lowering the entry-level price for a Next machine by $ 1,500 , or 23 % , if the buyer chooses a hard-disk drive as an alternative to Next 's optical-storage device .	his	9	Jobs	2
Mr. Jobs , co-founder of Apple Computer Inc. , founded Next four years ago in the hopes of fomenting a revolution in the way desktop computers are designed and used . His Next computer , introduced about a year ago and aimed primarily at university computer users , sports snazzy graphics , digital sound , built-in networking and a sleek black design .	His	1	Jobs	2
Next 's decision to rely on the more-established hard drive in every Next computer does n't signal a retreat from optical storage , said Mr. Jobs , who for years has said this technology will play a crucial role in the next decade . He said that the next generation of optical drives will be as fast as hard drives , but he depends on outside suppliers for the devices .	he	19	Jobs	26
